ID_obs,StartDate_w1,Sex_parent_w1,Age_Parent_w1,Q6_corrected_w1,Q508a_w1,Q8_corr_woAlD_w1,Q15_1_w1,Q15_2_w1,Q15_3_w1,Q18a_1_w1,Q18a_2_w1,Q18a_3_w1,Q18a_4_w1,Q18a_6_w1,Q18b_8_w1,Q18b_9_w1,Q19_1_w1,Q19_2_w1,Q19_3_w1,Q19_4_w1,Q23_1_w1,Q23_2_w1,Q23_3_w1,Q27a_w1,Q27b_w1,StartDate_w2,Q15_1_w2,Q15_2_w2,Q15_3_w2,Q18a_1_w2,Q18a_2_w2,Q18a_3_w2,Q18a_4_w2,Q18a_6_w2,Q18b_8_w2,Q18b_9_w2,Q19_1_w2,Q19_2_w2,Q19_3_w2,Q19_4_w2,Q23_1_w2,Q23_2_w2,Q23_3_w2,Q27a_w2,Q27b_w2,Q502_w2,male_parent,ba_higher_education,age_parent_imp,region_ad,uae_national,jobloss_covid_ind,duration_days,duration_weeks
714,24 Sep 20,female,29,6.Bachelors Degree,Albania,Abu Dhabi,38,71,63,4,2,4,1,2,2,3,Agree,Disagree,Agree,Agree,Often,Sometimes,Often,No,No,22 Feb 21,,,,,,,,,,,,,,,,,,,,,No,Yes,29,Yes,No,No,151,21.571428
1019,10 Sep 20,female,41,7.Masters Degree,United States of America,Al Ain,69,68,68,3,4,3,3,2,3,3,Agree,Disagree,Disagree,Disagree,Often,Often,All the time,No,No,14 Feb 21,70,54,75,Fair,Good,Poor,Poor,1,3,3,Strongly agree,Agree,Disagree,Agree,Often,All the time,All the time,No,No,Yes,No,Yes,41,No,No,No,157,22.428572
481,13 Oct 20,male,45,,Syrian Arab Republic,Abu Dhabi,50,80,50,5,3,5,5,5,5,5,Strongly disagree,Strongly disagree,Agree,Disagree,Never,Never,Never,No,No,18 Mar 21,12,50,12,Excellent,Good,Excellent,Excellent,3,4,5,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Never,Never,Never,No,No,Yes,Yes,No,45,Yes,No,No,156,22.285715
1407,24 Oct 20,female,22,,United Arab Emirates,Abu Dhabi,36,99,14,5,5,5,5,5,5,5,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Never,Never,Never,No,No,29 Mar 21,89,70,73,Excellent,Very good,Excellent,Very good,5,4,4,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,All the time,All the time,All the time,Yes,No,No,No,No,22,Yes,Yes,No,156,22.285715
638,15 Sep 20,female,29,6.Bachelors Degree,Sudan,Al Ain,20,73,53,5,4,3,5,3,3,2,Strongly agree,Strongly agree,Agree,Strongly agree,Rarely,Rarely,Rarely,No,No,23 Feb 21,,,,,,,,,,,,,,,,,,,,,No,Yes,29,No,No,No,161,23
113,14 Sep 20,female,34,6.Bachelors Degree,Sudan,Abu Dhabi,33,50,36,3,2,2,5,1,1,1,Agree,Agree,Disagree,Agree,Often,All the time,Often,No,No,17 Feb 21,32,32,34,Very good,Very good,Very good,Excellent,2,1,1,Agree,Strongly agree,Disagree,Strongly agree,All the time,All the time,Sometimes,No,No,No,No,Yes,34,Yes,No,No,156,22.285715
268,25 Oct 20,female,27,9.other,Egypt,Al Ain,69,70,33,3,4,4,4,4,4,4,Agree,Agree,Agree,Agree,Often,Sometimes,Sometimes,No,No,06 Mar 21,62,48,51,Good,Good,Good,Good,4,4,4,Agree,Agree,Disagree,Agree,Never,Rarely,Sometimes,,,,No,No,27,No,No,No,132,18.857143
44,09 Oct 20,female,39,,United Arab Emirates,Abu Dhabi,0,0,0,5,5,5,4,3,4,4,Disagree,Agree,Strongly agree,Agree,Rarely,Sometimes,Rarely,No,No,29 Mar 21,55,36,48,Excellent,Very good,Very good,Excellent,4,4,4,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Rarely,Rarely,Rarely,No,No,Yes,No,No,39,Yes,Yes,No,171,24.428572
1436,23 Sep 20,female,37,4.College,United Arab Emirates,Abu Dhabi,30,14,0,5,5,5,5,5,4,5,Disagree,Disagree,Strongly agree,Agree,Never,Never,Never,No,No,21 Feb 21,16,60,0,Excellent,Excellent,Excellent,Excellent,5,5,5,Agree,Agree,Agree,Agree,Rarely,Rarely,Rarely,No,No,No,No,No,37,Yes,Yes,No,151,21.571428
581,24 Oct 20,female,34,9.other,Syrian Arab Republic,Abu Dhabi,40,50,20,4,3,3,3,2,3,3,Disagree,Agree,Disagree,Agree,Sometimes,Sometimes,Sometimes,Yes,Yes,16 Mar 21,0,30,0,Good,Fair,Good,Good,2,2,3,Agree,Agree,Agree,Agree,Rarely,Rarely,Rarely,Yes,Yes,Yes,No,No,34,Yes,No,Yes,143,20.428572
1358,30 Sep 20,female,50,4.College,United Arab Emirates,Abu Dhabi,19,70,15,4,4,4,5,3,5,5,Agree,Agree,Strongly agree,Agree,Often,Rarely,Rarely,No,No,03 Mar 21,,,,Fair,Fair,Fair,Good,2,4,4,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,No,No,Yes,No,No,50,Yes,Yes,No,154,22
1582,13 Sep 20,female,30,7.Masters Degree,United Arab Emirates,Abu Dhabi,40,33,40,4,3,2,3,3,2,4,Disagree,Disagree,Strongly disagree,Strongly disagree,Never,Never,Never,No,No,15 Feb 21,50,50,100,Fair,Fair,Poor,Fair,1,2,2,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,No,No,Yes,No,Yes,30,Yes,Yes,No,155,22.142857
1538,17 Sep 20,female,29,6.Bachelors Degree,United Arab Emirates,Abu Dhabi,50,25,60,3,2,1,2,1,4,3,Strongly agree,Agree,Disagree,Agree,Often,All the time,Rarely,No,No,21 Feb 21,55,30,65,Fair,Fair,Poor,Poor,1,4,2,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Sometimes,Often,Never,No,No,Yes,No,Yes,29,Yes,Yes,No,157,22.428572
1072,13 Oct 20,female,39,,United Arab Emirates,Al Ain,50,92,50,4,3,3,3,1,2,3,Strongly agree,Agree,Agree,Agree,Often,Often,Sometimes,No,No,04 Apr 21,1,3,2,Excellent,Very good,Excellent,Very good,4,3,4,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Never,Never,No,No,No,No,No,39,No,Yes,No,173,24.714285
386,06 Oct 20,female,32,7.Masters Degree,India,Al Ain,37,42,0,4,4,4,4,4,4,4,Disagree,Strongly disagree,Strongly agree,Agree,Never,Never,Never,No,No,10 Mar 21,,,,,,,,,,,,,,,,,,,,,No,Yes,32,No,No,No,155,22.142857
784,24 Sep 20,male,31,7.Masters Degree,United Arab Emirates,Abu Dhabi,75,20,85,4,4,4,3,2,4,4,Agree,Disagree,Agree,Disagree,Often,Often,Rarely,No,No,21 Feb 21,80,75,91,Good,Good,Good,Good,4,3,3,Disagree,Disagree,Disagree,Agree,Sometimes,Sometimes,Rarely,No,No,Yes,Yes,Yes,31,Yes,Yes,No,150,21.428572
1367,29 Sep 20,female,34,9.other,United Arab Emirates,Al Ain,9,65,50,4,3,3,3,2,3,3,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,No,Yes,20 Feb 21,10,9,9,Excellent,Very good,Good,Excellent,1,3,4,Agree,Agree,Agree,Agree,Sometimes,Often,Rarely,No,Yes,No,No,No,34,No,Yes,No,144,20.571428
150,21 Sep 20,female,29,6.Bachelors Degree,India,Abu Dhabi,50,100,70,1,1,1,1,1,1,2,Agree,Disagree,Disagree,Agree,Often,Often,Sometimes,No,Yes,21 Feb 21,,,,,,,,,,,,,,,,,,,,,No,Yes,29,Yes,No,No,153,21.857143
636,28 Sep 20,female,29,,Pakistan,Al Ain,58,33,0,4,3,2,2,1,4,3,Agree,Disagree,Strongly agree,Agree,Never,Often,Never,No,No,20 Feb 21,48,28,33,Very good,Excellent,Very good,Very good,2,5,4,Agree,Disagree,Disagree,Disagree,Rarely,Never,Never,No,No,Yes,No,No,29,No,No,No,145,20.714285
965,08 Oct 20,female,35,4.College,Syrian Arab Republic,Abu Dhabi,60,33,45,4,4,4,4,1,3,4,Disagree,Strongly agree,Agree,Agree,Never,Often,Never,No,No,07 Mar 21,48,48,47,Good,Good,Good,Good,2,3,3,Agree,Agree,Disagree,Agree,Never,Never,Never,No,No,Yes,No,No,35,Yes,No,No,150,21.428572
218,21 Sep 20,female,35,6.Bachelors Degree,United Arab Emirates,Al Ain,50,35,60,4,4,4,4,1,4,5,Agree,Agree,Disagree,Agree,Often,Sometimes,Often,No,No,21 Feb 21,50,21,50,Excellent,Excellent,Excellent,Excellent,4,5,5,Strongly disagree,Strongly disagree,Disagree,Disagree,Never,Never,Never,No,No,No,No,Yes,35,No,Yes,No,153,21.857143
875,24 Sep 20,female,39,7.Masters Degree,United Arab Emirates,Abu Dhabi,0,34,0,1,4,1,3,1,1,2,Agree,Agree,Strongly agree,Strongly agree,Sometimes,Sometimes,Often,No,No,21 Feb 21,50,0,50,Poor,Good,Fair,Fair,2,2,1,Agree,Agree,Disagree,Agree,Sometimes,Sometimes,Sometimes,No,No,No,No,Yes,39,Yes,Yes,No,150,21.428572
693,16 Oct 20,female,36,,United Arab Emirates,Al Ain,50,50,50,5,5,5,5,5,5,5,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Never,Never,Never,No,No,08 Mar 21,27,25,23,Excellent,Excellent,Excellent,Excellent,5,5,5,Strongly disagree,Strongly disagree,Agree,Disagree,Never,Never,Never,No,No,No,No,No,36,No,Yes,No,143,20.428572
479,05 Oct 20,female,36,6.Bachelors Degree,United Arab Emirates,Al Ain,70,50,70,3,4,3,4,3,4,3,Strongly agree,Strongly agree,Disagree,Agree,Sometimes,Sometimes,Sometimes,No,No,07 Mar 21,68,40,50,Very good,Very good,Very good,Very good,4,4,4,Agree,Agree,Agree,Disagree,Never,Never,Rarely,No,No,No,No,Yes,36,No,Yes,No,153,21.857143
1429,09 Oct 20,female,36,,Egypt,Al Ain,50,70,50,4,3,3,4,2,4,4,Agree,Agree,Disagree,Strongly agree,Sometimes,Sometimes,Rarely,Yes,No,07 Mar 21,74,100,69,Very good,Fair,Good,Very good,3,3,3,Agree,Agree,Disagree,Agree,Never,Never,Never,No,No,No,No,No,36,No,No,Yes,149,21.285715
1549,08 Oct 20,female,48,9.other,Syrian Arab Republic,Abu Dhabi,0,60,0,3,3,3,3,3,3,3,Agree,Agree,Agree,Agree,Sometimes,Often,Sometimes,Yes,Yes,14 Mar 21,20,35,38,Good,Fair,Poor,Poor,2,1,1,Disagree,Agree,Agree,Agree,Often,Often,All the time,No,Yes,Yes,No,No,48,Yes,No,Yes,157,22.428572
829,24 Oct 20,female,28,,Jordan,Abu Dhabi,27,13,29,4,4,3,4,5,2,1,Agree,Strongly disagree,Strongly disagree,Disagree,Rarely,Sometimes,Sometimes,No,No,01 Mar 21,50,12,50,Fair,Good,Fair,Fair,2,2,1,Agree,Disagree,Strongly disagree,Disagree,Rarely,Rarely,Rarely,No,No,Yes,No,No,28,Yes,No,No,128,18.285715
730,28 Sep 20,female,27,6.Bachelors Degree,Jordan,,26,10,40,5,5,5,5,5,3,3,Strongly agree,Strongly disagree,Agree,Agree,Rarely,Rarely,Rarely,No,No,28 Feb 21,50,10,50,Good,Very good,Very good,Very good,4,2,3,Agree,Disagree,Disagree,Agree,Never,Never,Never,No,No,Yes,No,Yes,27,No,No,No,153,21.857143
182,16 Sep 20,female,32,4.College,United Arab Emirates,Abu Dhabi,6,84,15,5,3,5,5,3,3,5,Agree,Disagree,Strongly disagree,Disagree,Never,Never,Never,No,No,27 Feb 21,,,,,,,,,,,,,,,,,,,,,No,No,32,Yes,Yes,No,164,23.428572
852,22 Sep 20,female,26,7.Masters Degree,India,Al Ain,75,50,90,3,2,3,2,3,2,4,Agree,Disagree,Strongly disagree,Strongly agree,,,,,,06 Apr 21,,,,,,,,,,,,,,,,,,,,,No,Yes,26,No,No,No,196,28
842,21 Sep 20,female,41,6.Bachelors Degree,United Kingdom of Great Britain and Northern Ireland,Al Ain,30,50,30,3,3,3,4,2,2,2,Agree,Disagree,Disagree,Agree,Never,Rarely,Sometimes,No,No,24 Feb 21,0,24,20,Fair,Good,Fair,Fair,1,1,3,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,No,No,No,No,Yes,41,No,No,No,156,22.285715
1316,27 Oct 20,female,34,9.other,United Arab Emirates,Al Ain,80,96,69,4,5,3,5,4,5,5,Disagree,Disagree,Strongly disagree,Agree,Never,Rarely,Never,No,No,24 Mar 21,100,100,95,Excellent,Excellent,Excellent,Excellent,5,5,5,Disagree,Disagree,Disagree,Disagree,Often,Often,Often,No,No,No,No,No,34,No,Yes,No,148,21.142857
53,10 Sep 20,female,36,6.Bachelors Degree,United Kingdom of Great Britain and Northern Ireland,Abu Dhabi,40,70,40,3,5,3,4,5,5,4,Disagree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Sometimes,No,No,17 Feb 21,20,60,60,,,,,,,,,,,,,,,,,,No,Yes,36,Yes,No,No,160,22.857143
1382,24 Sep 20,female,35,6.Bachelors Degree,United Arab Emirates,Abu Dhabi,20,0,0,5,4,5,3,3,3,4,Agree,Strongly agree,Disagree,Disagree,Often,Often,All the time,No,No,21 Feb 21,50,30,50,Excellent,Very good,Very good,Very good,3,4,4,Agree,Strongly agree,Strongly agree,Disagree,All the time,Sometimes,All the time,No,No,Yes,No,Yes,35,Yes,Yes,No,150,21.428572
1299,10 Sep 20,female,31,6.Bachelors Degree,United Arab Emirates,Abu Dhabi,10,50,0,5,4,4,5,3,4,4,Strongly agree,Agree,Agree,Agree,Sometimes,Often,Sometimes,No,No,14 Feb 21,49,50,50,Very good,Very good,Very good,Very good,4,4,4,Agree,Agree,Agree,Strongly agree,Often,Often,Often,No,No,No,No,Yes,31,Yes,Yes,No,157,22.428572
294,15 Oct 20,female,27,,India,Abu Dhabi,65,10,51,5,4,5,2,2,3,4,Strongly disagree,Disagree,,Strongly agree,Sometimes,Rarely,Rarely,No,No,23 Mar 21,41,48,38,Excellent,Excellent,Excellent,Very good,5,3,4,Disagree,Agree,Strongly disagree,Strongly disagree,Never,Never,Never,No,No,No,No,No,27,Yes,No,No,159,22.714285
1334,24 Oct 20,female,35,9.other,Morocco,Abu Dhabi,0,62,0,3,3,3,3,2,3,3,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,No,No,23 Mar 21,100,100,100,Excellent,Excellent,Very good,Very good,4,5,5,Disagree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Sometimes,No,No,No,No,No,35,Yes,No,No,150,21.428572
959,15 Oct 20,female,29,,India,Al Ain,48,49,55,2,2,2,2,2,2,3,Agree,Agree,Agree,Agree,Sometimes,Rarely,Never,No,Yes,22 Feb 21,22,71,54,Poor,Poor,Poor,Poor,2,1,2,Agree,Agree,Agree,Agree,Sometimes,Never,Never,No,Yes,Yes,No,No,29,No,No,No,130,18.571428
628,14 Sep 20,female,28,6.Bachelors Degree,Philippines,Abu Dhabi,50,70,50,5,2,5,2,2,4,4,Strongly agree,Disagree,Disagree,Strongly agree,Sometimes,All the time,Sometimes,No,No,14 Feb 21,50,50,50,Very good,Good,Very good,Good,2,4,3,Agree,Disagree,Agree,Agree,Never,Sometimes,Sometimes,No,No,Yes,No,Yes,28,Yes,No,No,153,21.857143
1031,19 Sep 20,female,41,,India,Abu Dhabi,0,0,0,3,4,2,3,1,2,3,Agree,Agree,Agree,Agree,Never,Never,Sometimes,No,No,27 Feb 21,39,17,0,Fair,Good,Fair,Good,1,3,2,Strongly disagree,Agree,Disagree,Disagree,Often,Sometimes,,No,No,Yes,No,No,41,Yes,No,No,161,23
998,23 Sep 20,male,37,6.Bachelors Degree,Lebanon,Al Ain,50,75,50,4,4,4,4,2,2,2,Agree,Agree,Disagree,Disagree,Never,Never,Never,No,No,21 Feb 21,50,20,50,Good,Good,Good,Very good,2,2,2,Agree,Disagree,Strongly disagree,Strongly disagree,Rarely,Rarely,Rarely,No,No,No,Yes,Yes,37,No,No,No,151,21.571428
886,21 Sep 20,female,31,6.Bachelors Degree,India,Abu Dhabi,50,40,20,5,5,4,5,1,4,4,Disagree,Disagree,Strongly disagree,Strongly disagree,Never,Never,Never,No,No,24 Feb 21,40,57,85,Good,Good,Very good,Fair,1,3,4,Agree,Disagree,Strongly disagree,Strongly disagree,Never,Never,Never,No,No,Yes,No,Yes,31,Yes,No,No,156,22.285715
208,24 Sep 20,male,39,7.Masters Degree,Greece,Abu Dhabi,30,70,30,5,4,3,5,2,4,5,Agree,Disagree,Disagree,Agree,Never,Sometimes,Never,No,No,21 Feb 21,10,70,70,Excellent,Good,Very good,Good,2,3,4,Agree,Disagree,Disagree,Agree,Rarely,Sometimes,Never,No,No,Yes,Yes,Yes,39,Yes,No,No,150,21.428572
893,23 Sep 20,male,36,4.College,United Arab Emirates,Abu Dhabi,50,0,50,4,5,4,5,5,5,5,Disagree,Disagree,Disagree,Strongly disagree,Never,Never,Never,No,No,24 Feb 21,,,,,,,,,,,,,,,,,,,,,Yes,No,36,Yes,Yes,No,154,22
103,16 Oct 20,male,39,,Syrian Arab Republic,Al Ain,31,33,34,3,2,3,5,4,3,4,Agree,Agree,Agree,Agree,Sometimes,Rarely,Sometimes,No,No,20 Feb 21,0,1,0,Very good,Poor,Very good,Excellent,3,4,5,Agree,Agree,Strongly agree,Disagree,Never,Never,Never,No,No,Yes,Yes,No,39,No,No,No,127,18.142857
647,06 Oct 20,female,27,6.Bachelors Degree,Jordan,Abu Dhabi,49,80,50,3,1,3,3,4,2,1,Agree,Strongly agree,Disagree,Strongly agree,Rarely,Sometimes,Rarely,No,No,10 Mar 21,50,81,50,Good,Fair,Fair,Poor,1,3,3,Strongly agree,Strongly agree,Disagree,Strongly agree,Sometimes,All the time,Often,No,No,No,No,Yes,27,Yes,No,No,155,22.142857
1519,27 Sep 20,female,33,7.Masters Degree,India,Abu Dhabi,0,48,0,2,3,3,2,1,3,4,Agree,Disagree,Disagree,Agree,Often,Often,Sometimes,Yes,No,31 Mar 21,,,,,,,,,,,,,,,,,,,,,No,Yes,33,Yes,No,Yes,185,26.428572
1030,15 Oct 20,female,35,,India,Abu Dhabi,20,80,20,5,4,5,5,5,4,5,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Never,Never,Never,No,No,31 Mar 21,95,97,94,Excellent,Excellent,Excellent,Excellent,5,5,5,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Never,Never,No,No,No,No,No,35,Yes,No,No,167,23.857143
1548,19 Sep 20,female,36,,India,Abu Dhabi,0,46,0,2,2,2,3,2,2,2,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,Often,,No,No,01 Mar 21,5,30,29,Very good,Good,Good,Good,2,4,4,Strongly disagree,Strongly agree,Disagree,Disagree,Rarely,Never,Never,No,No,Yes,No,No,36,Yes,No,No,163,23.285715
1186,11 Oct 20,male,40,,Pakistan,Al Ain,3,69,4,5,3,4,4,3,4,3,Disagree,Disagree,Disagree,Disagree,Never,Never,Never,Yes,Yes,09 Mar 21,9,27,5,Good,Fair,Good,Good,2,4,4,Agree,Disagree,Disagree,Strongly disagree,Never,Never,Never,Yes,Yes,Yes,Yes,No,40,No,No,Yes,149,21.285715
790,28 Sep 20,male,30,9.other,United Arab Emirates,Al Ain,50,70,60,3,2,3,3,1,3,3,Disagree,Disagree,Agree,Strongly disagree,Sometimes,Rarely,Never,No,No,31 Mar 21,90,70,90,Good,Good,Fair,Good,2,3,3,Disagree,Disagree,Agree,Disagree,Rarely,Rarely,Rarely,No,No,Yes,Yes,No,30,No,Yes,No,184,26.285715
1187,04 Oct 20,female,44,4.College,United Arab Emirates,Abu Dhabi,0,0,0,5,5,5,5,3,4,5,Agree,Agree,Disagree,Disagree,Never,Never,Never,No,No,08 Mar 21,,,,,,,,,,,,,,,,,,,,,No,No,44,Yes,Yes,No,155,22.142857
1038,15 Sep 20,female,36,,Pakistan,Al Ain,10,50,0,4,3,4,3,1,2,3,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Never,Never,Never,No,No,17 Feb 21,0,50,0,Fair,Good,Good,Good,2,2,3,Agree,Disagree,Disagree,Disagree,Never,Never,Never,No,No,No,No,No,36,No,No,No,155,22.142857
78,25 Sep 20,female,34,6.Bachelors Degree,Jordan,Abu Dhabi,33,51,63,3,3,2,3,1,2,2,Agree,Agree,Disagree,Strongly agree,Often,Often,Often,No,No,03 Mar 21,61,42,69,Good,Good,Fair,Fair,2,1,2,Strongly agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,No,No,No,No,Yes,34,Yes,No,No,159,22.714285
724,24 Oct 20,female,52,,United Arab Emirates,Al Ain,50,50,50,3,4,1,3,3,3,3,Disagree,Disagree,Disagree,Agree,Sometimes,Sometimes,Sometimes,No,No,29 Mar 21,15,68,25,Good,Very good,Very good,Excellent,2,3,4,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Never,Rarely,Never,No,No,No,No,No,52,No,Yes,No,156,22.285715
102,23 Sep 20,female,32,7.Masters Degree,United Arab Emirates,Al Ain,30,30,40,4,4,4,4,2,4,4,Disagree,Agree,Agree,Agree,Sometimes,Sometimes,Never,No,No,21 Feb 21,0,0,10,Excellent,Excellent,Excellent,Excellent,3,4,4,Disagree,Disagree,Agree,Disagree,Often,Often,Sometimes,No,No,No,No,Yes,32,No,Yes,No,151,21.571428
706,18 Oct 20,female,,,Jordan,Al Ain,0,100,99,4,4,5,5,1,5,5,Disagree,Disagree,Strongly agree,Disagree,Never,All the time,Rarely,No,Yes,24 Feb 21,0,33,0,Good,Good,Good,Good,2,3,3,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Sometimes,Sometimes,Sometimes,Yes,Yes,No,No,No,34.541817,No,No,No,129,18.428572
1412,21 Sep 20,prefer not to answer,38,6.Bachelors Degree,United Arab Emirates,Al Ain,50,50,50,5,4,4,5,4,3,3,Strongly agree,Strongly agree,Agree,Strongly agree,Sometimes,Sometimes,Sometimes,No,No,22 Feb 21,,,,,,,,,,,,,,,,,,,,,No,Yes,38,No,Yes,No,154,22
1234,13 Sep 20,female,31,6.Bachelors Degree,United Arab Emirates,Abu Dhabi,40,20,90,3,1,3,5,1,2,2,Strongly agree,Disagree,Disagree,Strongly agree,Sometimes,Never,Sometimes,No,No,21 Mar 21,70,70,70,Fair,Good,Poor,Fair,1,2,1,Agree,Strongly agree,Agree,Agree,Often,Often,Often,No,No,Yes,No,Yes,31,Yes,Yes,No,189,27
980,24 Sep 20,female,41,3.High School,United Arab Emirates,Al Ain,50,80,50,2,1,1,2,2,1,1,Strongly agree,Strongly agree,Agree,Strongly agree,Rarely,Sometimes,All the time,No,Yes,25 Feb 21,0,50,0,Fair,Fair,Fair,Fair,3,1,1,Strongly agree,Strongly agree,Agree,Strongly agree,Sometimes,Sometimes,Sometimes,No,Yes,No,No,No,41,No,Yes,No,154,22
1196,24 Sep 20,male,29,7.Masters Degree,United Arab Emirates,Al Ain,40,35,50,2,3,3,3,2,3,3,Disagree,Disagree,Disagree,Disagree,Rarely,Rarely,Rarely,No,No,21 Feb 21,70,61,78,Good,Good,Good,Very good,3,3,3,Disagree,Disagree,Disagree,Disagree,Rarely,Sometimes,Sometimes,No,No,Yes,Yes,Yes,29,No,Yes,No,150,21.428572
1153,20 Oct 20,female,36,,Jordan,Al Ain,50,50,50,3,1,2,4,1,1,1,Disagree,Agree,Agree,Agree,Often,Often,All the time,No,Yes,16 Feb 21,50,49,77,Very good,Good,Good,Very good,3,2,2,Agree,Agree,Disagree,Agree,Often,Often,Sometimes,No,No,No,No,No,36,No,No,No,119,17
1210,10 Sep 20,male,41,6.Bachelors Degree,Jordan,Abu Dhabi,20,50,30,3,3,2,4,1,3,1,Agree,Disagree,Disagree,Disagree,Never,Sometimes,Never,No,Yes,15 Feb 21,25,50,30,Very good,Good,Good,Very good,3,3,4,Agree,Disagree,Agree,Disagree,Never,Never,Rarely,No,Yes,Yes,Yes,Yes,41,Yes,No,No,158,22.571428
299,06 Oct 20,female,35,9.other,United Arab Emirates,Al Ain,30,53,63,5,3,3,5,4,5,4,Agree,Agree,Agree,Agree,Rarely,Often,Never,No,No,03 Mar 21,,50,50,Excellent,Excellent,Excellent,Excellent,5,5,5,Strongly disagree,Disagree,Strongly disagree,Agree,Sometimes,Sometimes,Rarely,No,No,No,No,No,35,No,Yes,No,148,21.142857
594,29 Sep 20,female,36,7.Masters Degree,Jordan,Al Ain,61,62,62,3,3,3,3,2,2,3,Strongly agree,Agree,Disagree,Agree,Sometimes,Sometimes,Sometimes,No,No,28 Feb 21,81,71,71,Good,Good,Good,Fair,2,2,3,Agree,Agree,Agree,Strongly agree,Sometimes,Often,Sometimes,No,No,No,No,Yes,36,No,No,No,152,21.714285
1644,18 Oct 20,female,33,8.Doctorate‎/PhD,India,Al Ain,50,80,20,4,3,3,3,4,3,3,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Rarely,Rarely,Never,No,No,15 Mar 21,70,90,71,Very good,Good,Good,Good,3,3,3,Disagree,Strongly disagree,Strongly disagree,Disagree,Rarely,Rarely,Never,No,Yes,No,No,Yes,33,No,No,No,148,21.142857
122,27 Sep 20,female,27,6.Bachelors Degree,United Arab Emirates,Abu Dhabi,40,0,100,3,2,1,1,1,3,3,Disagree,Disagree,Disagree,Disagree,,,,,,03 Mar 21,30,50,60,Fair,Very good,Very good,Fair,2,3,4,Agree,Agree,Agree,Agree,Rarely,Rarely,Rarely,No,No,Yes,No,Yes,27,Yes,Yes,No,157,22.428572
771,26 Oct 20,female,40,,United Arab Emirates,Abu Dhabi,30,50,0,4,4,3,5,2,3,3,Disagree,Disagree,Strongly agree,Disagree,Sometimes,Rarely,Sometimes,No,No,08 Mar 21,0,50,0,Very good,Very good,Good,Excellent,5,4,3,Disagree,Disagree,Strongly agree,Disagree,Sometimes,Sometimes,Sometimes,No,No,Yes,No,No,40,Yes,Yes,No,133,19
1462,18 Oct 20,female,31,,India,Al Ain,42,46,45,2,2,2,2,2,2,2,Disagree,Disagree,Disagree,Disagree,Rarely,Rarely,Rarely,No,No,30 Mar 21,17,32,37,Good,Fair,Excellent,Good,4,3,4,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Rarely,Rarely,Rarely,No,No,No,No,No,31,No,No,No,163,23.285715
887,25 Oct 20,male,48,,Egypt,Abu Dhabi,29,39,49,2,2,2,2,2,2,2,Agree,Disagree,Agree,Agree,Rarely,Rarely,Rarely,No,No,29 Mar 21,74,89,100,Excellent,Excellent,Excellent,Excellent,5,5,5,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Sometimes,Often,Rarely,No,No,No,Yes,No,48,Yes,No,No,155,22.142857
1272,16 Oct 20,male,45,8.Doctorate‎/PhD,United Arab Emirates,Al Ain,30,28,52,4,4,4,3,2,4,4,Disagree,Strongly disagree,Strongly agree,Disagree,Rarely,Never,Never,No,No,28 Mar 21,35,36,46,Good,Very good,Very good,Very good,4,3,3,Disagree,Disagree,Disagree,Disagree,Sometimes,Rarely,Rarely,No,No,No,Yes,Yes,45,No,Yes,No,163,23.285715
906,24 Oct 20,female,35,1.No formal education,Morocco,Abu Dhabi,0,0,0,5,5,5,5,5,4,5,Strongly disagree,Strongly disagree,Strongly agree,Agree,Never,Never,Never,No,No,28 Mar 21,68,67,66,Fair,Fair,Fair,Fair,2,2,2,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Never,Never,Yes,No,No,No,No,35,Yes,No,No,155,22.142857
